ad_id,platform,target_audience,creative_theme,status,start_date,days_running,spend,revenue,roas,audit_status,contribution,explanation,source_pointer
AD-0533,Instagram,F 35-44,Infographic,Completed,2025-02-04,6,55991.92,1879814.07,33.57,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/532
AD-0534,Instagram,M 25-34,Before/After,Paused,2025-07-24,56,183348.39,581997.65,3.17,Not flagged,0.00,Excluded: roas_below_one.,/533
AD-0535,Google,F 35-44,Product Demo,Paused,2025-05-17,4,146040.83,2634680.56,18.04,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/534
AD-0536,Instagram,F 18-24,Celebrity Endorsement,Active,2025-11-06,71,134584.56,111888.08,0.83,Wasted spend,134584.56,All three strict thresholds pass; full spend counts once in Instagram.,/535
AD-0537,Google,F 18-24,Celebrity Endorsement,Completed,2025-10-04,25,188800.13,44070126.27,233.42,Not flagged,0.00,Excluded: roas_below_one.,/536
AD-0538,YouTube,M 18-24,UGC Style,Active,2025-10-09,76,192133,1020222.13,5.31,Not flagged,0.00,Excluded: roas_below_one.,/537
AD-0539,YouTube,F 35-44,Doctor Trust,Active,2025-07-05,6,107346.68,2758242.11,25.69,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/538
AD-0540,YouTube,F 18-24,Before/After,Paused,2025-10-13,61,64095,293704.59,4.58,Not flagged,0.00,Excluded: roas_below_one.,/539
AD-0541,Instagram,M 25-34,Celebrity Endorsement,Paused,2025-04-24,38,110969.61,11430962.13,103.01,Not flagged,0.00,Excluded: roas_below_one.,/540
AD-0542,Meta,M 18-24,Doctor Trust,Completed,2025-05-17,36,58676.68,459276.97,7.83,Not flagged,0.00,Excluded: roas_below_one.,/541
AD-0543,YouTube,M 35-44,Infographic,Active,2025-04-13,61,55481.01,10520810.99,189.63,Not flagged,0.00,Excluded: roas_below_one.,/542
AD-0544,Instagram,M 25-34,Infographic,Completed,2025-06-24,8,155031.15,9326178.12,60.16,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/543
AD-0545,YouTube,M 25-34,UGC Style,Paused,2025-03-28,62,103943.46,760662.98,7.32,Not flagged,0.00,Excluded: roas_below_one.,/544
AD-0546,YouTube,F 18-24,Before/After,Active,2025-01-11,12,1257.87,137942.31,109.66,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000, running_over_14_days.",/545
AD-0547,Google,F 35-44,Lifestyle,Paused,2025-01-04,84,131540.58,35820853.25,272.32,Not flagged,0.00,Excluded: roas_below_one.,/546
AD-0548,Instagram,F 18-24,Celebrity Endorsement,Active,2025-06-17,3,116273.58,4145651.33,35.65,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/547
AD-0549,Meta,F 25-34,Infographic,Completed,2025-08-09,71,175091.61,34263940.05,195.69,Not flagged,0.00,Excluded: roas_below_one.,/548
AD-0550,Meta,F 25-34,Before/After,Completed,2025-07-28,32,12908.11,185366.21,14.36,Not flagged,0.00,Excluded: roas_below_one.,/549
AD-0551,Instagram,F 18-24,Before/After,Paused,2025-04-11,22,77817.71,2381419.57,30.6,Not flagged,0.00,Excluded: roas_below_one.,/550
AD-0552,Google,M 18-24,Doctor Trust,Active,2025-08-26,59,68336.5,5315845.35,77.79,Not flagged,0.00,Excluded: roas_below_one.,/551
AD-0553,Instagram,F 35-44,Doctor Trust,Paused,2025-03-22,32,157521.67,19127563.65,121.43,Not flagged,0.00,Excluded: roas_below_one.,/552
AD-0554,Instagram,F 25-34,Celebrity Endorsement,Paused,2025-07-09,83,674.54,35634.63,52.83,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/553
AD-0555,Instagram,F 18-24,Before/After,Paused,2025-07-17,34,38523.02,2662878.68,69.12,Not flagged,0.00,Excluded: roas_below_one.,/554
AD-0556,YouTube,F 18-24,Doctor Trust,Active,2025-04-06,52,11659.47,280544.82,24.06,Not flagged,0.00,Excluded: roas_below_one.,/555
AD-0557,YouTube,F 18-24,Testimonial,Paused,2025-07-06,45,46682.14,2622340.38,56.17,Not flagged,0.00,Excluded: roas_below_one.,/556
AD-0558,Google,M 18-24,Lifestyle,Active,2025-11-06,43,4456.03,64104.81,14.39,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/557
AD-0559,Instagram,F 35-44,Before/After,Completed,2025-06-23,58,5189.58,320805.76,61.82,Not flagged,0.00,Excluded: roas_below_one.,/558
AD-0560,Google,F 35-44,Celebrity Endorsement,Active,2025-08-04,89,146780.83,34207503.41,233.05,Not flagged,0.00,Excluded: roas_below_one.,/559
AD-0561,Meta,M 35-44,Lifestyle,Active,2025-09-11,40,122778.52,5306296.35,43.22,Not flagged,0.00,Excluded: roas_below_one.,/560
AD-0562,Instagram,M 18-24,Doctor Trust,Active,2025-11-08,1,155793.52,47334519.75,303.83,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/561
AD-0563,Meta,F 35-44,Celebrity Endorsement,Active,2025-06-20,22,76944.72,1077544.77,14,Not flagged,0.00,Excluded: roas_below_one.,/562
AD-0564,Google,F 25-34,Lifestyle,Active,2025-02-09,84,29212.1,3827448.76,131.02,Not flagged,0.00,Excluded: roas_below_one.,/563
AD-0565,Instagram,F 18-24,Before/After,Completed,2025-02-07,61,115463.93,252894.28,2.19,Not flagged,0.00,Excluded: roas_below_one.,/564
AD-0566,Google,F 18-24,Celebrity Endorsement,Active,2025-05-19,29,5139.76,315828.78,61.45,Not flagged,0.00,Excluded: roas_below_one.,/565
AD-0567,Meta,M 25-34,Product Demo,Completed,2025-05-12,35,85669.45,7432006.58,86.75,Not flagged,0.00,Excluded: roas_below_one.,/566
AD-0568,Meta,F 18-24,Doctor Trust,Active,2025-06-24,51,142134.74,253877.64,1.79,Not flagged,0.00,Excluded: roas_below_one.,/567
AD-0569,Instagram,F 18-24,UGC Style,Completed,2025-01-16,6,38727.29,1017757.83,26.28,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/568
AD-0570,Meta,M 18-24,Product Demo,Active,2025-04-02,24,34663.36,5243209.3,151.26,Not flagged,0.00,Excluded: roas_below_one.,/569
AD-0571,Instagram,M 25-34,Before/After,Active,2025-10-11,1,44909.28,3324337,74.02,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/570
AD-0572,Google,M 35-44,Doctor Trust,Completed,2025-07-22,31,70773.34,1922608.46,27.17,Not flagged,0.00,Excluded: roas_below_one.,/571
AD-0573,Instagram,M 35-44,UGC Style,Paused,2025-08-10,5,152707.55,3624140.47,23.73,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/572
AD-0574,YouTube,M 35-44,Before/After,Completed,2025-01-15,43,10924.27,238777.52,21.86,Not flagged,0.00,Excluded: roas_below_one.,/573
AD-0575,Meta,M 35-44,Product Demo,Completed,2025-06-11,17,196880.13,5047385.97,25.64,Not flagged,0.00,Excluded: roas_below_one.,/574
AD-0576,Instagram,M 25-34,Before/After,Paused,2025-11-16,21,103923.1,1406103.44,13.53,Not flagged,0.00,Excluded: roas_below_one.,/575
AD-0577,YouTube,M 25-34,Celebrity Endorsement,Completed,2025-02-21,16,89943.71,2074548.33,23.06,Not flagged,0.00,Excluded: roas_below_one.,/576
AD-0578,YouTube,F 35-44,Doctor Trust,Paused,2025-09-10,60,28229.27,786971.28,27.88,Not flagged,0.00,Excluded: roas_below_one.,/577
AD-0579,YouTube,M 18-24,UGC Style,Completed,2025-05-22,30,105899.11,16055209.8,151.61,Not flagged,0.00,Excluded: roas_below_one.,/578
AD-0580,Google,F 25-34,Doctor Trust,Active,2025-07-26,60,64886.76,1505712.1,23.21,Not flagged,0.00,Excluded: roas_below_one.,/579
AD-0581,Google,M 25-34,Before/After,Paused,2025-11-21,56,180199.72,8009052.05,44.45,Not flagged,0.00,Excluded: roas_below_one.,/580
AD-0582,Meta,F 18-24,Infographic,Paused,2025-01-15,86,157530.34,9284662.37,58.94,Not flagged,0.00,Excluded: roas_below_one.,/581
AD-0583,Meta,F 25-34,Product Demo,Completed,2025-10-09,32,53663.07,4525241.45,84.33,Not flagged,0.00,Excluded: roas_below_one.,/582
AD-0584,Google,M 25-34,Testimonial,Completed,2025-03-13,75,37395.47,105349.19,2.82,Not flagged,0.00,Excluded: roas_below_one.,/583
AD-0585,Meta,F 25-34,UGC Style,Paused,2025-07-25,88,68412.99,713047.22,10.42,Not flagged,0.00,Excluded: roas_below_one.,/584
AD-0586,Meta,M 35-44,Doctor Trust,Completed,2025-10-20,78,102510.14,2317090.71,22.6,Not flagged,0.00,Excluded: roas_below_one.,/585
AD-0587,Meta,F 35-44,Before/After,Paused,2025-07-28,11,190533.84,35427542.79,185.94,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/586
AD-0588,YouTube,F 35-44,UGC Style,Paused,2025-03-10,27,13752.78,1658355.72,120.58,Not flagged,0.00,Excluded: roas_below_one.,/587
AD-0589,YouTube,F 25-34,Testimonial,Completed,2025-11-23,9,22541.76,8360939.36,370.91,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/588
AD-0590,Meta,F 25-34,UGC Style,Active,2025-10-20,55,62307.96,4004726.21,64.27,Not flagged,0.00,Excluded: roas_below_one.,/589
AD-0591,Google,F 35-44,Doctor Trust,Completed,2025-04-12,62,130072.45,3190306.3,24.53,Not flagged,0.00,Excluded: roas_below_one.,/590
AD-0592,YouTube,M 35-44,Product Demo,Paused,2025-03-06,19,21016.66,394247.22,18.76,Not flagged,0.00,Excluded: roas_below_one.,/591
AD-0593,Instagram,M 18-24,Celebrity Endorsement,Active,2025-06-06,49,130556.56,19917687.88,152.56,Not flagged,0.00,Excluded: roas_below_one.,/592
AD-0594,Google,M 25-34,Lifestyle,Paused,2025-01-22,61,191889.01,16999610.29,88.59,Not flagged,0.00,Excluded: roas_below_one.,/593
AD-0595,Google,F 18-24,UGC Style,Paused,2025-09-15,35,27388.64,1097835.65,40.08,Not flagged,0.00,Excluded: roas_below_one.,/594
AD-0596,Google,F 25-34,Doctor Trust,Completed,2025-09-01,20,174793.3,985009.75,5.64,Not flagged,0.00,Excluded: roas_below_one.,/595
AD-0597,YouTube,F 25-34,Before/After,Completed,2025-07-07,37,113454.6,1994097.55,17.58,Not flagged,0.00,Excluded: roas_below_one.,/596
AD-0598,Instagram,F 35-44,Infographic,Completed,2025-03-23,64,100231.96,31085534.73,310.14,Not flagged,0.00,Excluded: roas_below_one.,/597
AD-0599,Google,M 25-34,Before/After,Completed,2025-09-24,30,57744.52,7970318.36,138.03,Not flagged,0.00,Excluded: roas_below_one.,/598
AD-0600,Instagram,M 35-44,Before/After,Completed,2025-10-11,54,10788.48,2774617.84,257.18,Not flagged,0.00,Excluded: roas_below_one.,/599
AD-0601,Meta,F 25-34,Product Demo,Active,2025-05-10,85,44839.45,1285305.45,28.66,Not flagged,0.00,Excluded: roas_below_one.,/600
AD-0602,Instagram,M 35-44,Infographic,Paused,2025-05-20,39,152965.83,2362574.94,15.45,Not flagged,0.00,Excluded: roas_below_one.,/601
AD-0603,Instagram,F 25-34,Doctor Trust,Active,2025-04-15,76,59455.46,6769036.17,113.85,Not flagged,0.00,Excluded: roas_below_one.,/602
AD-0604,Meta,M 35-44,Testimonial,Paused,2025-08-19,68,189649.72,8340383.95,43.98,Not flagged,0.00,Excluded: roas_below_one.,/603
AD-0605,Instagram,M 35-44,Celebrity Endorsement,Paused,2025-08-25,40,116720.2,3194545.95,27.37,Not flagged,0.00,Excluded: roas_below_one.,/604
AD-0606,Google,F 25-34,UGC Style,Completed,2025-01-14,12,67570.25,13727791.23,203.16,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/605
AD-0607,Meta,F 18-24,Lifestyle,Active,2025-02-23,77,183141.59,3376865.36,18.44,Not flagged,0.00,Excluded: roas_below_one.,/606
AD-0608,YouTube,F 35-44,Doctor Trust,Paused,2025-08-04,46,174218.13,66497234.89,381.69,Not flagged,0.00,Excluded: roas_below_one.,/607
AD-0609,Meta,M 18-24,UGC Style,Paused,2025-01-22,15,48924.77,1677756.64,34.29,Not flagged,0.00,Excluded: roas_below_one.,/608
AD-0610,Instagram,M 25-34,Product Demo,Active,2025-02-09,50,116943.73,30419946.12,260.12,Not flagged,0.00,Excluded: roas_below_one.,/609
AD-0611,Google,F 35-44,Celebrity Endorsement,Completed,2025-10-15,3,61001.93,2607002.47,42.74,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/610
AD-0612,Meta,M 18-24,Before/After,Paused,2025-04-12,63,122984.32,8270031.34,67.24,Not flagged,0.00,Excluded: roas_below_one.,/611
AD-0613,YouTube,F 25-34,Celebrity Endorsement,Completed,2025-10-24,85,125030.79,11971423.06,95.75,Not flagged,0.00,Excluded: roas_below_one.,/612
AD-0614,YouTube,F 35-44,Doctor Trust,Active,2025-11-02,74,6703.02,463640.61,69.17,Not flagged,0.00,Excluded: roas_below_one.,/613
AD-0615,Google,M 18-24,Celebrity Endorsement,Completed,2025-07-14,32,29886.82,3641214.98,121.83,Not flagged,0.00,Excluded: roas_below_one.,/614
AD-0616,Google,M 35-44,Testimonial,Completed,2025-09-26,44,170558.54,16844201.3,98.76,Not flagged,0.00,Excluded: roas_below_one.,/615
AD-0617,Meta,F 25-34,UGC Style,Active,2025-04-19,82,42241.75,2281972.17,54.02,Not flagged,0.00,Excluded: roas_below_one.,/616
AD-0618,Google,M 25-34,Product Demo,Completed,2025-08-26,80,161292.95,5136399.96,31.85,Not flagged,0.00,Excluded: roas_below_one.,/617
AD-0619,Meta,F 18-24,Product Demo,Paused,2025-10-08,59,136764.23,15956666.62,116.67,Not flagged,0.00,Excluded: roas_below_one.,/618
AD-0620,Instagram,M 25-34,Lifestyle,Active,2025-03-06,71,105045.3,275217.19,2.62,Not flagged,0.00,Excluded: roas_below_one.,/619
AD-0621,Meta,M 35-44,Testimonial,Active,2025-09-20,87,199249.64,16318097.85,81.9,Not flagged,0.00,Excluded: roas_below_one.,/620
AD-0622,Meta,M 18-24,Infographic,Completed,2025-06-04,9,122322.88,1960081.33,16.02,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/621
AD-0623,Instagram,F 35-44,Doctor Trust,Active,2025-02-19,52,131504.52,7870464.42,59.85,Not flagged,0.00,Excluded: roas_below_one.,/622
AD-0624,Meta,M 25-34,Product Demo,Active,2025-10-20,69,118389.81,3176679.84,26.83,Not flagged,0.00,Excluded: roas_below_one.,/623
AD-0625,YouTube,F 35-44,Infographic,Completed,2025-08-01,27,55587.72,4807334.79,86.48,Not flagged,0.00,Excluded: roas_below_one.,/624
AD-0626,Google,F 18-24,Doctor Trust,Completed,2025-09-21,41,47302.33,1628664.99,34.43,Not flagged,0.00,Excluded: roas_below_one.,/625
AD-0627,Google,F 35-44,Product Demo,Active,2025-11-15,28,149807.61,10121459.07,67.56,Not flagged,0.00,Excluded: roas_below_one.,/626
AD-0628,Instagram,F 25-34,Infographic,Active,2025-02-20,84,194387.45,3019783.14,15.53,Not flagged,0.00,Excluded: roas_below_one.,/627
AD-0629,YouTube,M 35-44,Lifestyle,Active,2025-10-06,83,143483.72,50572673.94,352.46,Not flagged,0.00,Excluded: roas_below_one.,/628
AD-0630,Meta,F 35-44,Lifestyle,Paused,2025-09-24,87,92358.8,388831.78,4.21,Not flagged,0.00,Excluded: roas_below_one.,/629
AD-0631,Google,F 18-24,Infographic,Completed,2025-09-17,77,196182.22,39417396.07,200.92,Not flagged,0.00,Excluded: roas_below_one.,/630
AD-0632,YouTube,F 35-44,Testimonial,Completed,2025-11-05,18,194310.69,26667724.27,137.24,Not flagged,0.00,Excluded: roas_below_one.,/631
AD-0633,Google,M 18-24,Infographic,Paused,2025-05-26,75,106927.24,2029251.66,18.98,Not flagged,0.00,Excluded: roas_below_one.,/632
AD-0634,Google,M 35-44,Celebrity Endorsement,Paused,2025-04-22,52,78554.74,8171395.27,104.02,Not flagged,0.00,Excluded: roas_below_one.,/633
AD-0635,Instagram,M 25-34,Testimonial,Paused,2025-05-21,7,27153.2,1205110.73,44.38,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/634
AD-0636,Google,M 35-44,Testimonial,Completed,2025-08-20,88,156516.98,1407540.72,8.99,Not flagged,0.00,Excluded: roas_below_one.,/635
AD-0637,Meta,M 18-24,Testimonial,Completed,2025-07-20,68,171318.91,34540051.05,201.61,Not flagged,0.00,Excluded: roas_below_one.,/636
AD-0638,Google,F 18-24,Product Demo,Paused,2025-05-03,48,158199.34,10450431.58,66.06,Not flagged,0.00,Excluded: roas_below_one.,/637
AD-0639,Meta,M 25-34,UGC Style,Active,2025-07-21,52,129784.43,52255653.43,402.63,Not flagged,0.00,Excluded: roas_below_one.,/638
AD-0640,Google,F 18-24,Product Demo,Paused,2025-07-02,66,154634.46,7615312.83,49.25,Not flagged,0.00,Excluded: roas_below_one.,/639
AD-0641,Meta,F 35-44,Before/After,Completed,2025-04-25,4,27550.6,4283827.2,155.49,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/640
AD-0642,Google,M 25-34,Celebrity Endorsement,Paused,2025-05-23,45,36022.94,123320.71,3.42,Not flagged,0.00,Excluded: roas_below_one.,/641
AD-0643,Meta,F 35-44,Doctor Trust,Paused,2025-01-25,13,84131.13,24468304.37,290.84,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/642
AD-0644,Meta,M 35-44,Testimonial,Completed,2025-08-02,55,99923.91,688017.61,6.89,Not flagged,0.00,Excluded: roas_below_one.,/643
AD-0645,Meta,M 35-44,Lifestyle,Completed,2025-08-28,26,187784.1,33950449.12,180.8,Not flagged,0.00,Excluded: roas_below_one.,/644
AD-0646,YouTube,F 25-34,Celebrity Endorsement,Paused,2025-04-25,74,178806.57,26053818.3,145.71,Not flagged,0.00,Excluded: roas_below_one.,/645
AD-0647,Instagram,M 18-24,Infographic,Paused,2025-05-03,78,126425.4,1164062.23,9.21,Not flagged,0.00,Excluded: roas_below_one.,/646
AD-0648,Instagram,F 18-24,Testimonial,Paused,2025-09-08,90,33146.37,454865.36,13.72,Not flagged,0.00,Excluded: roas_below_one.,/647
AD-0649,Google,M 25-34,Doctor Trust,Paused,2025-11-13,79,192233.21,6239677.68,32.46,Not flagged,0.00,Excluded: roas_below_one.,/648
AD-0650,Instagram,F 35-44,Doctor Trust,Completed,2025-10-19,65,22757.85,391995.4,17.22,Not flagged,0.00,Excluded: roas_below_one.,/649
AD-0651,Instagram,M 18-24,Doctor Trust,Paused,2025-08-27,15,112635.96,93135499.05,826.87,Not flagged,0.00,Excluded: roas_below_one.,/650
AD-0652,Google,F 25-34,Product Demo,Active,2025-08-18,59,102832.45,548414.68,5.33,Not flagged,0.00,Excluded: roas_below_one.,/651
AD-0653,Instagram,M 18-24,Celebrity Endorsement,Completed,2025-10-24,63,73698.91,1466877.65,19.9,Not flagged,0.00,Excluded: roas_below_one.,/652
AD-0654,YouTube,M 35-44,Lifestyle,Active,2025-07-12,2,18083.39,1385003.17,76.59,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/653
AD-0655,Meta,F 18-24,Product Demo,Active,2025-09-28,50,69271.35,18260121.97,263.6,Not flagged,0.00,Excluded: roas_below_one.,/654
AD-0656,YouTube,F 18-24,Doctor Trust,Active,2025-10-10,78,102593.69,17998430.44,175.43,Not flagged,0.00,Excluded: roas_below_one.,/655
AD-0657,Meta,F 25-34,Doctor Trust,Completed,2025-03-15,62,157568.37,22680776.08,143.94,Not flagged,0.00,Excluded: roas_below_one.,/656
AD-0658,Instagram,F 18-24,Before/After,Active,2025-08-26,46,185857.62,35225834.78,189.53,Not flagged,0.00,Excluded: roas_below_one.,/657
AD-0659,Google,M 18-24,Testimonial,Active,2025-11-23,43,59177.87,2390174.41,40.39,Not flagged,0.00,Excluded: roas_below_one.,/658
AD-0660,Google,M 25-34,Celebrity Endorsement,Active,2025-07-02,53,106050.7,1009152.12,9.52,Not flagged,0.00,Excluded: roas_below_one.,/659
AD-0661,Google,F 18-24,Lifestyle,Completed,2025-09-06,34,80491.46,1393860.65,17.32,Not flagged,0.00,Excluded: roas_below_one.,/660
AD-0662,Instagram,F 18-24,Infographic,Paused,2025-06-20,30,46468.68,9688143.61,208.49,Not flagged,0.00,Excluded: roas_below_one.,/661
AD-0663,YouTube,F 35-44,Lifestyle,Completed,2025-10-05,76,14567.42,792433.69,54.4,Not flagged,0.00,Excluded: roas_below_one.,/662
AD-0664,Google,F 25-34,Testimonial,Active,2025-03-12,56,75939.28,5667666.82,74.63,Not flagged,0.00,Excluded: roas_below_one.,/663
AD-0665,Instagram,F 35-44,Celebrity Endorsement,Completed,2025-07-26,31,143375,57700278.09,402.44,Not flagged,0.00,Excluded: roas_below_one.,/664
AD-0666,Google,F 25-34,Celebrity Endorsement,Active,2025-01-26,33,193205.64,5629606.39,29.14,Not flagged,0.00,Excluded: roas_below_one.,/665
AD-0667,YouTube,F 25-34,Celebrity Endorsement,Paused,2025-09-08,60,51253.8,13048516.35,254.59,Not flagged,0.00,Excluded: roas_below_one.,/666
AD-0668,Google,M 25-34,Before/After,Active,2025-07-01,43,64765.93,1090416.29,16.84,Not flagged,0.00,Excluded: roas_below_one.,/667
AD-0669,YouTube,F 25-34,UGC Style,Completed,2025-11-10,86,2593.03,542534.58,209.23,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/668
AD-0670,YouTube,F 25-34,Before/After,Active,2025-10-17,74,92002.86,2989859.51,32.5,Not flagged,0.00,Excluded: roas_below_one.,/669
AD-0671,Google,F 18-24,Lifestyle,Completed,2025-11-14,70,180159.27,5550654.65,30.81,Not flagged,0.00,Excluded: roas_below_one.,/670
AD-0672,Instagram,M 18-24,Testimonial,Paused,2025-09-28,60,15043.41,438117.52,29.12,Not flagged,0.00,Excluded: roas_below_one.,/671
AD-0673,YouTube,F 35-44,Testimonial,Completed,2025-10-21,54,69963.9,2927322.07,41.84,Not flagged,0.00,Excluded: roas_below_one.,/672
AD-0674,Instagram,M 25-34,UGC Style,Completed,2025-04-12,65,56527.47,121148.88,2.14,Not flagged,0.00,Excluded: roas_below_one.,/673
AD-0675,Instagram,F 35-44,Doctor Trust,Paused,2025-05-01,5,170733.12,53915604.35,315.79,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/674
AD-0676,YouTube,F 18-24,Infographic,Active,2025-07-15,39,19443.08,2148197.88,110.49,Not flagged,0.00,Excluded: roas_below_one.,/675
AD-0677,Instagram,F 35-44,UGC Style,Completed,2025-02-22,37,850.5,55716.33,65.51,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/676
AD-0678,Google,M 25-34,Lifestyle,Paused,2025-07-01,73,125940.58,23552283.13,187.01,Not flagged,0.00,Excluded: roas_below_one.,/677
AD-0679,Meta,F 25-34,Before/After,Paused,2025-09-15,34,198197.36,1816686.56,9.17,Not flagged,0.00,Excluded: roas_below_one.,/678
AD-0680,Meta,F 18-24,Product Demo,Paused,2025-09-26,27,114272.61,5870116.2,51.37,Not flagged,0.00,Excluded: roas_below_one.,/679
AD-0681,Meta,F 18-24,UGC Style,Paused,2025-11-10,60,57289.82,10249369.49,178.9,Not flagged,0.00,Excluded: roas_below_one.,/680
AD-0682,Instagram,M 25-34,Before/After,Paused,2025-08-18,49,103807.4,7968568.33,76.76,Not flagged,0.00,Excluded: roas_below_one.,/681
AD-0683,Meta,M 25-34,Infographic,Paused,2025-10-14,78,143760.62,119297.06,0.83,Wasted spend,143760.62,All three strict thresholds pass; full spend counts once in Meta.,/682
AD-0684,Instagram,F 35-44,Testimonial,Active,2025-08-13,16,62682.36,18621296.71,297.07,Not flagged,0.00,Excluded: roas_below_one.,/683
AD-0685,Instagram,M 18-24,Infographic,Active,2025-07-03,11,123754.25,1480980.34,11.97,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/684
AD-0686,Meta,F 35-44,Lifestyle,Active,2025-04-03,36,104444.7,58116675.41,556.43,Not flagged,0.00,Excluded: roas_below_one.,/685
AD-0687,Meta,F 18-24,Lifestyle,Completed,2025-08-15,88,170647.72,1976505.93,11.58,Not flagged,0.00,Excluded: roas_below_one.,/686
AD-0688,Google,M 25-34,Celebrity Endorsement,Active,2025-03-22,35,116901.73,2552713.08,21.84,Not flagged,0.00,Excluded: roas_below_one.,/687
AD-0689,Meta,F 35-44,Infographic,Completed,2025-04-16,60,64485.68,1643977.05,25.49,Not flagged,0.00,Excluded: roas_below_one.,/688
AD-0690,YouTube,M 25-34,Infographic,Completed,2025-06-09,31,90701.41,1392647.93,15.35,Not flagged,0.00,Excluded: roas_below_one.,/689
AD-0691,Instagram,M 18-24,Lifestyle,Active,2025-05-15,1,42103.76,4910729.07,116.63,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/690
AD-0692,Meta,F 18-24,Product Demo,Paused,2025-02-08,56,115702.89,16614545.85,143.6,Not flagged,0.00,Excluded: roas_below_one.,/691
AD-0693,Instagram,M 25-34,Before/After,Paused,2025-08-19,18,95240.06,692732.52,7.27,Not flagged,0.00,Excluded: roas_below_one.,/692
AD-0694,Google,F 35-44,Doctor Trust,Active,2025-01-21,13,11024.32,231324.84,20.98,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/693
AD-0695,Google,F 18-24,Lifestyle,Paused,2025-01-14,39,81783.14,9455866.45,115.62,Not flagged,0.00,Excluded: roas_below_one.,/694
AD-0696,Google,F 25-34,UGC Style,Completed,2025-01-18,34,92275.23,21586531.79,233.94,Not flagged,0.00,Excluded: roas_below_one.,/695
AD-0697,Instagram,M 35-44,Lifestyle,Paused,2025-08-18,13,80506.21,2202475.72,27.36,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/696
AD-0698,Meta,F 35-44,Celebrity Endorsement,Paused,2025-10-18,36,63288.6,11294042.99,178.45,Not flagged,0.00,Excluded: roas_below_one.,/697
AD-0699,YouTube,F 18-24,Product Demo,Active,2025-07-18,33,62449.41,8490685.15,135.96,Not flagged,0.00,Excluded: roas_below_one.,/698
AD-0700,Meta,F 25-34,Celebrity Endorsement,Paused,2025-03-02,77,179388.88,56370988.55,314.24,Not flagged,0.00,Excluded: roas_below_one.,/699
AD-0701,YouTube,F 18-24,UGC Style,Active,2025-04-10,22,98978.73,22655625.63,228.89,Not flagged,0.00,Excluded: roas_below_one.,/700
AD-0702,Google,M 25-34,Celebrity Endorsement,Active,2025-03-25,4,116912.77,2144474.93,18.34,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/701
AD-0703,Google,F 25-34,Before/After,Paused,2025-09-03,45,62562.2,3152798.74,50.39,Not flagged,0.00,Excluded: roas_below_one.,/702
AD-0704,Meta,F 35-44,Celebrity Endorsement,Completed,2025-11-28,13,32463.34,1552955.46,47.84,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/703
AD-0705,Instagram,M 25-34,UGC Style,Paused,2025-05-18,42,157302.44,14309997.92,90.97,Not flagged,0.00,Excluded: roas_below_one.,/704
AD-0706,Instagram,M 35-44,UGC Style,Active,2025-07-08,8,155008.26,1303097.97,8.41,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/705
AD-0707,Meta,M 25-34,UGC Style,Active,2025-09-08,2,58589.16,4912949.66,83.85,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/706
AD-0708,Meta,F 25-34,Product Demo,Paused,2025-08-22,35,35647.76,620629.03,17.41,Not flagged,0.00,Excluded: roas_below_one.,/707
AD-0709,Meta,M 35-44,Infographic,Completed,2025-09-27,67,102377.99,10724764.96,104.76,Not flagged,0.00,Excluded: roas_below_one.,/708
AD-0710,Google,M 18-24,Infographic,Paused,2025-10-25,79,10516.6,296841.03,28.23,Not flagged,0.00,Excluded: roas_below_one.,/709
